"Year","Cluster","Indicator","Attribute","Value","Province","Area Council"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","South Santo 1"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","South Santo 2"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","East Santo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","South East Santo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","Canal Fanafo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","West Malo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Sanma","East Malo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","West Ambae"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","North Ambae"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","East Ambae"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","South Ambae"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","North Maewo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","South Maewo"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","North Pentecost"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","Central Pentecost 1"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","Central Pentecost 2"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Penama","South Pentecost"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","North West Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","North East Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","Central Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","South West Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","South East Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","South Malekula"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","North Ambrym"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","West Ambrym"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","South East Ambrym"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Malampa","Paama"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Port Vila"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Vermali"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Vermaul"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Varisu"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","South Epi"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","North Tongoa"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Makimae"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Tongariki"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Nguna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Emau"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Malorua"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","North Efate"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Mele"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Tanvasoko"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Ifira"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Pango"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Erakor"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Eratap"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Shefa","Eton"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","North Erromango"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","South Erromango"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","Aniwa"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","North Tanna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","West Tanna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","Middle Bush Tanna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","South West Tanna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","Whitesands"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","South Tanna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","Futuna"
2025,"Food Security","Staple Crop Production","island cabbage",180,"Tafea","Aneityum"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","Torres"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","Ureparapara"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","Motalava"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","East Vanualava"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","West Vanualava"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","Mota"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","East Gaua"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","West Gaua"
2025,"Food Security","Staple Crop Production","kumala",150,"Torba","Merelava"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","Luganville"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","North West Santo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","Big Bay Coast"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","Big Bay Inland"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","West Santo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","South Santo 1"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","South Santo 2"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","East Santo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","South East Santo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","Canal Fanafo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","West Malo"
2025,"Food Security","Staple Crop Production","kumala",150,"Sanma","East Malo"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","West Ambae"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","North Ambae"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","East Ambae"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","South Ambae"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","North Maewo"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","South Maewo"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","North Pentecost"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","Central Pentecost 1"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","Central Pentecost 2"
2025,"Food Security","Staple Crop Production","kumala",150,"Penama","South Pentecost"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","North West Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","North East Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","Central Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","South West Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","South East Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","South Malekula"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","North Ambrym"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","West Ambrym"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","South East Ambrym"
2025,"Food Security","Staple Crop Production","kumala",150,"Malampa","Paama"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Port Vila"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Vermali"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Vermaul"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Varisu"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","South Epi"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","North Tongoa"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Makimae"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Tongariki"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Nguna"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Emau"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Malorua"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","North Efate"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Mele"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Tanvasoko"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Ifira"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Pango"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Erakor"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Eratap"
2025,"Food Security","Staple Crop Production","kumala",150,"Shefa","Eton"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","North Erromango"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","South Erromango"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","Aniwa"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","North Tanna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","West Tanna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","Middle Bush Tanna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","South West Tanna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","Whitesands"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","South Tanna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","Futuna"
2025,"Food Security","Staple Crop Production","kumala",150,"Tafea","Aneityum"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","Torres"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","Ureparapara"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","Motalava"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","East Vanualava"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","West Vanualava"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","Mota"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","East Gaua"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","West Gaua"
2025,"Food Security","Staple Crop Production","manioc",110,"Torba","Merelava"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","Luganville"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","North West Santo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","Big Bay Coast"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","Big Bay Inland"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","West Santo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","South Santo 1"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","South Santo 2"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","East Santo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","South East Santo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","Canal Fanafo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","West Malo"
2025,"Food Security","Staple Crop Production","manioc",110,"Sanma","East Malo"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","West Ambae"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","North Ambae"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","East Ambae"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","South Ambae"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","North Maewo"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","South Maewo"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","North Pentecost"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","Central Pentecost 1"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","Central Pentecost 2"
2025,"Food Security","Staple Crop Production","manioc",110,"Penama","South Pentecost"
2025,"Food Security","Staple Crop Production","manioc",110,"Malampa","North West Malekula"
2025,"Food Security","Staple Crop Production","manioc",110,"Malampa","North East Malekula"
2025,"Food Security","Staple Crop Production","manioc",110,"Malampa","Central Malekula"
